,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
700,Sunel,IN,24.3667,75.9667,78.53,91,100,15.52,overcast clouds
701,Kahuta,PK,33.5913,73.3868,88.84,55,2,4.23,clear sky
702,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,40,14.97,scattered clouds
703,Westport,US,41.1415,-73.3579,83.08,85,100,1.99,overcast clouds
704,Boca Del Monte,MX,19.15,-96.8167,79.57,58,31,5.5,scattered clouds
705,Tshikapa,CD,-6.4167,20.8,77.63,31,72,3.06,broken clouds
706,Cerro Azul,MX,21.2,-97.7333,92.05,49,41,10.87,scattered clouds
707,Silver City,US,32.7701,-108.2803,76.03,54,40,1.99,scattered clouds
708,Eatonton,US,33.3268,-83.3885,93.58,66,99,4.72,overcast clouds
709,Benicarlo,ES,40.4165,0.4271,72.25,66,1,4.45,clear sky
710,Luknovo,RU,56.1983,42.04,61.14,55,99,3.85,overcast clouds
711,Jega,NG,12.2175,4.3792,84.9,61,100,6.24,light rain
712,Airai,TL,-8.9266,125.4092,55.89,53,76,3.2,broken clouds
713,Udayagiri,IN,20.1333,84.3833,73.44,85,100,5.93,overcast clouds
714,Andra,RU,62.5147,65.8878,46.9,78,0,6.15,clear sky
715,Mehamn,NO,71.0357,27.8492,46.31,85,100,14.03,overcast clouds
716,Arona,ES,28.0996,-16.681,74.01,65,0,20.71,clear sky
717,Roebourne,AU,-20.7833,117.1333,69.57,42,10,6.89,light rain
718,Xuanwu,CN,32.069,118.8138,78.8,94,100,15.59,overcast clouds
719,Timbiras,BR,-4.2553,-43.9406,93.83,30,55,3.91,broken clouds
720,Kanzaki,JP,33.3,130.3667,79.12,43,100,3.22,overcast clouds
721,Choix,MX,26.7092,-108.3219,94.44,42,0,4.99,clear sky
722,Harper,LR,4.375,-7.7169,76.46,75,43,7.16,scattered clouds
723,Filadelfia,US,39.9523,-75.1638,89.44,65,55,5.01,broken clouds
724,Inirida,CO,3.8653,-67.9239,82.6,74,100,1.41,overcast clouds
725,Atakpame,TG,7.5333,1.1333,74.73,76,77,3.09,light rain
726,Mogadishu,SO,2.0371,45.3438,76.12,79,90,21.88,light rain
727,Tura,IN,25.5198,90.2201,75.74,96,100,5.79,overcast clouds
728,Baherden,TM,38.4362,57.4316,95.85,28,0,9.01,clear sky
729,Mastic Beach,US,40.7668,-72.8521,81.03,87,100,1.99,overcast clouds
730,Hailar,CN,49.2,119.7,57.56,88,100,3.29,overcast clouds
731,Kouroussa,GN,10.65,-9.8833,74.91,88,84,4.12,light rain
732,Cairns,AU,-16.9167,145.7667,67.95,73,90,10.36,overcast clouds
733,Gazojak,TM,41.1875,61.4036,92.35,26,0,19.1,clear sky
734,Okhotsk,RU,59.3833,143.3,55.99,98,100,3.58,heavy intensity rain
735,Borjomi,GE,41.8527,43.4128,65.8,96,17,3.69,few clouds
736,Kokopo,PG,-4.352,152.2633,77.27,83,100,4.27,overcast clouds
737,Churapcha,RU,62.0025,132.4325,53.92,88,5,4.52,clear sky
738,Kalundborg,DK,55.6795,11.0886,73.81,66,97,17.54,overcast clouds
739,Zamoly,HU,47.3167,18.4081,84.47,59,5,7.78,clear sky
740,Iskateley,RU,67.6803,53.1512,41.97,83,40,13.47,scattered clouds
741,Thinadhoo,MV,0.5333,72.9333,82.18,69,42,2.01,scattered clouds
742,Uberaba,BR,-19.7483,-47.9319,81.18,19,0,4.61,clear sky
743,Grand-Santi,GF,4.25,-54.3833,83.41,72,63,4.72,broken clouds
744,Hearst,CA,49.6835,-83.6665,75.45,60,100,7.29,overcast clouds
745,Anloga,GH,5.7947,0.8973,79.02,79,10,16.04,clear sky
746,Andalan,PH,5.9594,121.3903,80.26,80,92,7.52,overcast clouds
747,Burns Lake,CA,54.2331,-125.7533,54.82,52,55,7.18,broken clouds
748,Bucsani,RO,44.8667,25.65,77.45,55,0,2.86,clear sky
749,San-Pedro,CI,4.7485,-6.6363,75.65,79,17,5.73,few clouds
750,Salisbury,GB,51.0693,-1.7957,70.34,78,100,7.47,overcast clouds
751,Columbus,US,39.9612,-82.9988,89.65,63,75,1.01,broken clouds
752,Masuguru,TZ,-11.3667,38.4167,72.64,40,49,3.29,scattered clouds
753,Clearlake,US,38.9582,-122.6264,97.18,19,85,3.94,overcast clouds
754,Rocha,UY,-34.4833,-54.3333,71.71,75,16,9.89,few clouds
755,Namie,JP,37.4833,141.0,71.98,97,84,6.67,broken clouds
756,Zhigansk,RU,66.7697,123.3711,57.85,65,54,8.81,broken clouds
757,Gurupa,BR,-1.405,-51.64,93.18,36,99,4.9,overcast clouds
758,Melendugno,IT,40.2747,18.3368,87.46,53,6,7.83,clear sky
759,Dauphin,CA,51.1494,-100.0502,78.94,41,1,11.5,clear sky
760,Sioux Lookout,CA,50.1001,-91.917,79.18,41,20,16.11,few clouds
761,Butembo,CD,0.15,29.2833,60.57,82,90,2.75,overcast clouds
762,Prince George,CA,53.9166,-122.753,60.24,76,75,4.61,light rain
763,Boguchany,RU,58.3814,97.4531,65.19,68,100,2.33,overcast clouds
764,Fairlie,GB,55.756,-4.8556,73.22,76,21,4.12,few clouds
765,Huarmey,PE,-10.0681,-78.1522,68.77,73,13,8.1,few clouds
766,Sungairaya,ID,0.7,108.9,78.93,89,49,6.76,scattered clouds
767,Ati,TD,13.2154,18.3353,77.59,72,95,6.96,overcast clouds
768,Debre Tabor,ET,11.85,38.0167,51.51,91,100,0.45,overcast clouds
769,Marzuq,YE,14.4,46.4667,74.3,77,100,7.81,overcast clouds
770,Khandyga,RU,62.6667,135.6,55.35,96,83,2.57,broken clouds
771,Lardos,GR,36.0942,28.0157,84.02,59,0,4.72,clear sky
772,Port Macquarie,AU,-31.4333,152.9167,53.56,59,0,7.38,clear sky
773,Balabac,PH,7.9868,117.0645,83.37,81,14,9.82,few clouds
774,Tilichiki,RU,60.4667,166.1,52.65,99,100,4.36,overcast clouds
775,Kodinsk,RU,58.6881,99.1844,65.86,62,48,2.68,scattered clouds
776,Inhambane,MZ,-23.865,35.3833,66.18,77,40,8.99,drizzle
777,Narrabri,AU,-30.3167,149.7833,32.09,93,0,0.0,clear sky
778,Yerbogachen,RU,61.2767,108.0108,62.13,65,60,1.25,broken clouds
779,Banjar,ID,-8.19,114.9675,73.26,74,24,3.0,few clouds
780,Bergen,NO,60.392,5.328,73.81,53,75,8.05,light rain
781,Nalbari,IN,26.4456,91.4354,80.38,92,100,5.93,overcast clouds
782,Perth,AU,-31.9333,115.8333,56.05,90,75,10.36,broken clouds
783,Weligama,LK,5.9667,80.4167,77.86,87,98,11.1,overcast clouds
784,Albion,US,42.2431,-84.753,86.32,39,1,4.61,clear sky
785,Havre,FR,49.5833,0.3333,66.63,82,75,9.22,broken clouds
786,Deputatskiy,RU,69.3,139.9,44.55,76,6,2.86,clear sky
787,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.39,75,7,13.49,clear sky
788,Vryburg,ZA,-26.9566,24.7284,44.02,40,4,7.16,clear sky
789,Zaqatala,AZ,41.6336,46.6433,75.67,83,40,2.3,scattered clouds
790,Jamame,SO,0.0722,42.7506,74.79,74,30,14.36,scattered clouds
791,Ketchikan,US,55.3422,-131.6461,58.91,78,96,2.3,light rain
792,Aquiraz,BR,-3.9014,-38.3911,84.29,66,2,12.08,clear sky
793,Yar-Sale,RU,66.8333,70.8333,48.07,80,78,16.13,broken clouds
794,Martapura,ID,-3.4167,114.85,71.69,100,4,2.3,clear sky
795,Kieta,PG,-6.2167,155.6333,78.55,84,36,0.45,light rain
796,Svetlaya,RU,46.5389,138.3297,68.81,86,21,5.3,few clouds
797,Tailai,CN,46.3833,123.4,69.53,97,100,4.27,light rain
798,Nova Olimpia,BR,-14.7972,-57.2881,98.42,18,6,8.05,clear sky
799,Ranau,MY,5.9538,116.6641,74.05,86,99,1.66,moderate rain
800,Kampong Chhnang,KH,12.1667,104.55,75.43,83,100,0.78,overcast clouds
801,Caconda,AO,-13.7333,15.0667,60.84,28,0,3.22,clear sky
802,Port Said,EG,31.2565,32.2841,82.38,74,40,10.36,scattered clouds
803,Noumea,NC,-22.2763,166.4572,69.01,99,74,6.93,broken clouds
804,Tomatlan,MX,19.9333,-105.25,91.49,57,6,6.98,clear sky
805,Saint-Francois,FR,46.4154,3.9054,71.04,65,0,4.61,clear sky
806,Saint-Pierre,RE,-21.3393,55.4781,69.44,77,0,5.75,clear sky
807,Bulawayo,ZW,-20.15,28.5833,48.96,55,80,11.74,broken clouds
808,Kidal,ML,18.4411,1.4078,89.29,38,99,14.54,overcast clouds
809,Kamaishi,JP,39.2667,141.8833,70.75,88,77,5.99,broken clouds
810,Almargem Do Bispo,PT,38.8491,-9.2668,72.32,77,75,9.22,broken clouds
811,Morehead,US,37.2711,-87.1764,94.1,66,40,3.44,scattered clouds
812,Nishihara,JP,26.1842,127.7558,80.26,94,75,12.66,light rain
813,Mandera,KE,3.9366,41.867,84.07,35,100,21.3,overcast clouds
814,Sterling,US,39.0062,-77.4286,92.46,58,1,8.01,clear sky
815,Makubetsu,JP,45.3714,141.8211,69.8,91,12,5.79,few clouds
816,Teguise,ES,29.0605,-13.564,71.82,69,20,27.63,few clouds
817,Natal,BR,-5.795,-35.2094,84.85,58,40,17.27,scattered clouds
818,Drayton Valley,CA,53.2168,-114.9854,66.9,47,98,4.7,overcast clouds
819,Skagen,DK,57.7209,10.5839,73.27,61,100,10.94,overcast clouds
820,Liwale,TZ,-9.7667,37.9333,63.88,48,0,6.67,clear sky
821,El Prat De Llobregat,ES,41.3278,2.0947,81.0,72,20,8.05,few clouds
822,Madhogarh,IN,26.276,79.1869,87.46,67,100,8.55,overcast clouds
823,Zwedru,LR,6.0667,-8.1281,74.68,81,66,3.69,broken clouds
824,Dzaoudzi,YT,-12.7887,45.2699,76.89,65,0,14.97,clear sky
825,Giyon,ET,8.5333,37.9833,55.6,97,100,2.13,overcast clouds
826,Pacifica,US,37.6138,-122.4869,86.63,79,40,7.0,scattered clouds
827,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.17,22,89,4.7,overcast clouds
828,Warrnambool,AU,-38.3833,142.4833,51.82,91,84,17.49,broken clouds
829,Horodnya,UA,51.8909,31.5974,63.46,87,12,6.29,few clouds
830,Hambantota,LK,6.1241,81.1185,77.34,100,75,6.91,broken clouds
831,Mareeba,AU,-17.0,145.4333,63.32,83,100,2.13,overcast clouds
832,Balad,IQ,34.0164,44.1453,102.24,15,0,10.8,clear sky
833,Cervo,ES,43.6702,-7.4101,68.2,87,50,4.59,scattered clouds
834,Batalha,BR,-9.6778,-37.1247,77.32,70,52,14.54,broken clouds
835,Prestea,GH,5.4327,-2.1428,74.91,74,79,7.11,broken clouds
836,Roscommon,IE,53.6333,-8.1833,69.62,75,54,9.22,broken clouds
837,Catamarca,AR,-28.4696,-65.7852,76.64,45,0,1.99,clear sky
838,Lazaro Cardenas,MX,17.9583,-102.2,86.36,71,22,7.25,few clouds
839,Kuusamo,FI,65.9667,29.1833,62.64,72,40,10.36,scattered clouds
840,Whitehorse,CA,60.7161,-135.0538,63.1,51,75,4.61,broken clouds
841,Kulhudhuffushi,MV,6.6221,73.07,81.84,78,100,19.51,overcast clouds
842,Grants Pass,US,42.439,-123.3284,90.88,41,1,1.01,clear sky
843,Casas Grandes,MX,30.3667,-107.95,79.45,44,38,3.33,scattered clouds
844,Bilma,NE,18.6853,12.9164,91.85,39,89,12.97,overcast clouds
845,Noyabrsk,RU,63.1994,75.4507,54.68,88,100,16.24,moderate rain
846,Mezen,RU,65.8522,44.24,46.9,80,100,7.27,overcast clouds
847,Gamba,GA,-2.65,10.0,71.58,87,94,5.3,overcast clouds
848,Saint-Louis,SN,16.3333,-15.0,101.84,36,9,15.1,clear sky
849,Santa Maria,BR,-29.6842,-53.8069,83.5,37,40,21.85,scattered clouds
850,Suntar,RU,62.1444,117.6319,61.36,74,32,3.2,scattered clouds
851,Ulaangom,MN,49.9811,92.0667,66.07,61,100,0.96,overcast clouds
852,Krasnyy Yar,RU,46.5331,48.3456,78.73,33,0,1.59,clear sky
853,Gladstone,AU,-23.85,151.25,49.93,62,5,5.75,clear sky
854,Fairview,US,40.8126,-73.999,85.82,70,75,3.44,broken clouds
855,Yakeshi,CN,49.2833,120.7333,55.62,91,100,2.55,overcast clouds
856,Zeya,RU,53.75,127.2667,61.92,94,96,2.48,light rain
857,Newport,GB,51.5877,-2.9984,72.12,74,99,4.9,overcast clouds
858,Pimentel,PE,-6.8367,-79.9342,71.89,79,90,5.01,overcast clouds
859,Tahoua,NE,14.8888,5.2692,91.38,49,0,9.22,clear sky
860,Bantou,CN,26.2151,117.4893,73.53,96,20,3.09,few clouds
861,Neiafu,TO,-18.65,-173.9833,74.08,94,40,0.0,scattered clouds
862,Verkhovazhye,RU,60.7472,42.0465,57.94,65,80,5.84,broken clouds
863,Chicama,PE,-7.8447,-79.1469,68.54,61,11,10.74,few clouds
864,Talaya,RU,61.3833,152.75,56.03,90,100,6.69,light rain
865,Pidvynohradiv,UA,48.1395,22.9719,75.83,56,27,7.29,scattered clouds
866,Coron,PH,11.9986,120.2043,81.18,85,100,9.26,overcast clouds
867,Burpengary,AU,-27.1575,152.9576,54.01,65,0,5.5,clear sky
868,Longkou,CN,37.6508,120.3286,76.91,83,7,7.43,clear sky
869,Barabinsk,RU,55.3571,78.357,68.29,76,81,5.93,light rain
870,Zhicheng,CN,30.2956,111.5047,76.59,84,0,3.58,light rain
871,Kongoussi,BF,13.3258,-1.5347,88.34,48,95,11.25,overcast clouds
872,Ryotsu,JP,38.0833,138.4333,78.04,82,0,3.87,clear sky
873,Zhob,PK,31.3411,69.4481,88.11,41,0,3.53,clear sky
874,Callaguip,PH,18.0714,120.4867,81.59,85,97,21.16,overcast clouds
875,Varhaug,NO,58.6147,5.6457,71.85,66,100,7.74,overcast clouds
876,Farkhor,TJ,37.4922,69.4036,90.48,16,0,0.36,clear sky
877,Sabha,LY,27.0377,14.4283,86.74,16,0,11.36,clear sky
878,Axim,GH,4.8699,-2.2405,76.1,76,78,9.42,broken clouds
879,Loreto,MX,22.2667,-101.9667,77.59,28,10,4.79,clear sky
880,Maturin,VE,9.75,-63.1767,85.33,69,87,4.29,overcast clouds
881,Binucayan,PH,8.25,125.7167,73.8,90,100,2.17,overcast clouds
882,Mombasa,KE,-4.0547,39.6636,74.26,76,5,18.1,clear sky
883,Atambua,ID,-9.1061,124.8925,66.83,73,75,3.78,broken clouds
884,Bandundu,CD,-3.3167,17.3667,82.53,28,94,1.32,overcast clouds
885,Conceicao Da Barra,BR,-18.5933,-39.7322,74.07,57,83,7.85,broken clouds
886,Oksfjord,NO,70.2396,22.3479,51.87,99,100,0.83,overcast clouds
887,Patrocinio,BR,-18.9439,-46.9925,76.96,25,0,6.33,clear sky
888,High Level,CA,58.5169,-117.136,69.17,56,34,3.36,light rain
889,Nantucket,US,41.2835,-70.0995,71.01,89,98,25.7,moderate rain
890,Dhidhdhoo,MV,6.8833,73.1,81.95,77,100,19.6,overcast clouds
891,Izmaylovo,RU,53.7211,47.2458,60.58,56,100,1.54,overcast clouds
892,Goldsboro,US,35.3849,-77.9928,90.95,55,1,4.61,clear sky
893,Fostoria,US,41.157,-83.4169,88.16,59,9,8.99,clear sky
894,Dharmadam,IN,11.7833,75.4333,77.7,88,99,7.78,moderate rain
895,Walvis Bay,NA,-22.9575,14.5053,71.96,28,8,8.57,clear sky
896,Juneau,US,58.3019,-134.4197,59.85,90,96,1.52,light rain
897,Sibolga,ID,1.7427,98.7792,76.87,83,21,3.18,few clouds
898,Havoysund,NO,70.9963,24.6622,47.28,74,100,8.21,overcast clouds
899,Birjand,IR,32.8663,59.2211,81.0,17,0,31.79,clear sky
900,Havelock,US,34.8791,-76.9013,86.99,71,100,5.01,overcast clouds
901,Sabla,NG,12.7525,4.7077,85.84,58,100,9.35,overcast clouds
902,Maxixe,MZ,-23.8597,35.3472,64.06,74,100,9.69,light rain
903,Ngunguru,NZ,-35.6167,174.5,56.16,90,78,14.94,broken clouds
904,Beyneu,KZ,45.3167,55.2,89.98,19,83,10.47,broken clouds
905,Dossor,KZ,47.5272,52.9811,83.57,25,0,17.92,clear sky
906,Tortoli,IT,39.9256,9.6572,80.98,61,100,11.12,overcast clouds
907,Uribia,CO,11.7139,-72.266,85.03,65,100,9.06,overcast clouds
908,Poya,NC,-21.35,165.15,65.16,90,5,0.51,clear sky
909,Orlik,RU,52.5178,99.825,52.47,84,0,1.28,clear sky
910,Tiznit,MA,29.5833,-9.5,83.03,33,0,6.04,clear sky
911,Aden,YE,12.7794,45.0367,83.3,77,15,18.32,few clouds
912,Jumla,NP,29.2747,82.1838,65.82,98,100,0.98,overcast clouds
913,Andes,CO,5.6561,-75.8788,77.99,88,96,3.0,overcast clouds
914,Solton,RU,52.8429,86.4787,63.82,91,33,3.78,scattered clouds
915,Varniai,LT,55.7406,22.3644,71.29,71,18,7.16,few clouds
916,Borogontsy,RU,62.6683,131.1683,54.32,72,1,4.03,clear sky
917,Belen,TR,36.4891,36.2233,75.02,86,0,5.93,clear sky
918,Mongu,ZM,-15.2484,23.1274,61.54,39,0,10.42,clear sky
919,Hamada,JP,34.8833,132.0833,73.99,75,61,4.36,broken clouds
920,Homer,US,59.6425,-151.5483,66.07,87,92,4.0,overcast clouds
921,Kauhajoki,FI,62.4333,22.1833,73.38,71,14,4.43,few clouds
922,Marsaxlokk,MT,35.8419,14.5431,82.08,61,0,4.61,clear sky
923,Bilibino,RU,68.0546,166.4372,46.2,72,49,4.21,scattered clouds
924,Trelew,AR,-43.249,-65.3051,52.47,31,7,22.15,clear sky
925,Oxford,GB,51.7522,-1.256,71.47,80,75,3.44,broken clouds
926,Tenamaxtlan,MX,20.2167,-104.1667,82.29,43,13,1.61,few clouds
927,Ucluelet,CA,48.9329,-125.5528,80.04,86,1,3.0,clear sky
928,Carutapera,BR,-1.195,-46.02,83.08,68,99,9.42,overcast clouds
929,Ronkonkoma,US,40.8154,-73.1123,81.63,82,100,1.99,overcast clouds
930,Rakaia,NZ,-43.75,172.0167,52.81,78,100,9.4,moderate rain
931,Port-Gentil,GA,-0.7193,8.7815,75.81,79,96,9.55,overcast clouds
932,Maputo,MZ,-25.9653,32.5892,64.08,72,75,5.75,broken clouds
933,Moron,AR,-34.6534,-58.6198,59.97,96,93,5.99,overcast clouds
934,Ganzhou,CN,28.8184,115.4327,78.03,80,57,2.66,broken clouds
935,Ghanzi,BW,-21.5667,21.7833,50.85,52,1,9.42,clear sky
936,Bukama,CD,-9.2,25.85,71.91,34,14,4.65,few clouds
937,Belmonte,BR,-15.8631,-38.8828,73.02,75,77,10.92,broken clouds
938,Moundsville,US,39.9203,-80.7431,86.2,74,73,5.03,broken clouds
939,Muhlacker,DE,48.95,8.8333,74.77,87,19,3.15,few clouds
940,Kurumkan,RU,54.3,110.3,60.69,67,50,1.95,scattered clouds
941,San Policarpo,PH,12.1791,125.5072,79.68,81,15,7.76,few clouds
942,Rajpipla,IN,21.8667,73.5,77.02,97,100,7.54,overcast clouds
943,Jadu,LY,31.953,12.0261,83.16,22,0,11.61,clear sky
944,Bardsir,IR,29.9227,56.5743,77.36,9,0,6.31,clear sky
945,Tagusao,PH,9.1924,117.8141,81.19,81,51,10.18,broken clouds
946,Filingue,NE,14.3521,3.3168,94.23,40,100,11.81,overcast clouds
947,Mitu,CO,1.1983,-70.1733,74.37,90,93,2.17,overcast clouds
948,Praya,CV,14.9215,-23.5087,81.14,57,20,13.8,few clouds
949,Banyo,CM,6.75,11.8167,65.75,96,100,3.09,light rain
950,Aksu,CN,41.1231,80.2644,86.22,27,0,1.68,clear sky
951,New Bern,US,35.1085,-77.0441,87.89,65,100,3.0,overcast clouds
952,Benito Juarez,MX,19.385,-99.165,75.02,39,40,1.01,scattered clouds
953,Ardabil,IR,38.2498,48.2933,63.95,100,90,19.57,fog
954,Tombouctou,ML,20.0,-3.0,101.19,21,1,8.77,clear sky
955,Abu Dhabi,AE,24.4667,54.3667,92.8,72,71,7.25,broken clouds
956,Lima,PE,-12.0432,-77.0282,63.14,72,90,6.91,overcast clouds
957,Shenzhen,CN,22.5455,114.0683,86.27,93,74,4.56,broken clouds
958,Capul,PH,12.4237,124.1811,83.41,78,82,20.29,broken clouds
959,Leshukonskoye,RU,64.8989,45.7622,47.3,81,96,4.32,overcast clouds
960,Dombarovskiy,RU,50.7587,59.5386,67.87,52,39,7.99,scattered clouds
961,Saint Anthony,US,45.0205,-93.218,93.25,28,20,3.0,few clouds
962,Dicabisagan,PH,17.0818,122.4157,80.83,74,100,3.87,overcast clouds
963,Keffi,NG,8.8486,7.8736,72.86,91,72,2.84,light rain
964,Lufilufi,WS,-13.8745,-171.5986,81.03,74,47,14.2,scattered clouds
965,Lugo,ES,43.0,-7.5,67.77,85,100,21.99,overcast clouds
966,Marataizes,BR,-21.0433,-40.8244,72.75,63,0,17.52,clear sky
967,Athabasca,CA,54.7169,-113.2854,74.89,27,100,12.44,overcast clouds
968,Sept-Iles,CA,50.2001,-66.3821,69.26,83,100,10.0,overcast clouds
969,Mathbaria,BD,22.2876,89.9593,81.25,91,100,5.91,overcast clouds
970,Kavali,IN,14.9167,79.9833,88.25,54,6,11.52,clear sky
971,Roma,US,43.2128,-75.4557,86.13,60,20,10.36,few clouds
972,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,70.95,85,100,14.5,overcast clouds
973,Esna,EG,25.2934,32.554,91.47,20,0,12.33,clear sky
974,Naples,IT,40.8333,14.25,86.76,55,40,1.99,scattered clouds
975,Innisfail,AU,-17.5333,146.0333,63.34,73,100,4.63,overcast clouds
976,Sakaraha,MG,-22.9,44.5333,61.48,57,50,8.81,scattered clouds
977,Taganak,PH,6.0833,118.3,84.27,73,44,6.46,light rain
978,Boden,SE,65.8252,21.6886,66.2,79,100,2.62,overcast clouds
979,Yatou,CN,37.15,122.3833,75.74,90,72,5.03,broken clouds
980,Kabalo,CD,-6.05,26.9167,80.37,29,2,8.75,clear sky
981,Porto Belo,BR,-27.1578,-48.5531,76.78,65,31,8.61,scattered clouds
982,Manta,EC,-0.95,-80.7333,77.16,74,84,9.82,broken clouds
983,Malakal,SS,9.5334,31.6605,69.89,98,100,6.22,light rain
984,Mtwara,TZ,-10.2667,40.1833,71.82,74,0,12.48,clear sky
985,Chimbote,PE,-9.0853,-78.5783,69.04,73,26,9.78,scattered clouds
986,Road Town,VG,18.4167,-64.6167,85.19,83,88,15.66,moderate rain
987,Shakiso,ET,5.75,38.9167,56.35,82,100,2.53,overcast clouds
988,Jacareacanga,BR,-6.2222,-57.7528,99.3,22,21,4.0,few clouds
989,Meadow Lake,US,34.8014,-106.5436,84.67,44,77,7.49,broken clouds
990,Nizwa,OM,22.9333,57.5333,89.53,51,82,7.9,broken clouds
991,Wageningen,NL,51.9667,5.6667,73.45,77,90,3.0,thunderstorm
992,Muli,MV,2.9167,73.5667,81.5,77,82,14.12,broken clouds
993,Lakes Entrance,AU,-37.8811,147.981,50.18,62,100,12.91,overcast clouds
994,Mazamari,PE,-11.3258,-74.5308,90.86,32,4,1.48,clear sky
995,Baikunthpur,IN,23.25,82.55,74.26,93,100,7.05,overcast clouds
996,Maniwaki,CA,46.3834,-75.966,82.35,39,75,7.47,broken clouds
997,Mbabane,SZ,-26.3167,31.1333,42.35,86,2,1.81,clear sky
998,Shanghai,CN,31.2222,121.4581,80.92,92,75,3.0,light intensity shower rain
999,Kalabo,ZM,-14.97,22.6814,58.98,41,0,7.45,clear sky
1000,Sao Joao Dos Patos,BR,-6.495,-43.7022,91.98,22,5,9.06,clear sky
1001,Mackenzie,CA,55.2999,-123.1698,66.22,42,100,10.4,overcast clouds
1002,Camacha,PT,33.0833,-16.3333,77.54,83,40,13.8,scattered clouds
1003,Kamenka,RU,51.3223,42.7678,62.87,55,15,6.53,few clouds
1004,Florianopolis,BR,-27.6146,-48.5012,76.41,99,61,10.11,broken clouds
1005,Semikarakorsk,RU,47.5194,40.8112,79.61,45,1,7.54,clear sky
1006,Pomerode,BR,-26.7406,-49.1769,82.53,48,11,2.17,few clouds
1007,Devonport,AU,-41.1667,146.35,45.09,79,46,11.79,scattered clouds
1008,Novyy Urengoy,RU,66.0833,76.6333,58.24,73,100,11.54,overcast clouds
1009,Hovd,MN,48.0056,91.6419,66.09,57,16,4.97,few clouds
1010,Saint-Leu,RE,-21.15,55.2833,68.83,72,43,4.76,scattered clouds
1011,Jalalabad,AF,34.4265,70.4515,96.91,36,0,2.68,clear sky
1012,Opuwo,NA,-18.0607,13.84,64.6,29,1,7.76,clear sky
1013,Jand,PK,33.4299,72.0193,101.17,33,4,4.83,clear sky
1014,Wiesmoor,DE,53.4167,7.7333,72.18,83,40,3.44,scattered clouds
1015,Mantua,IT,45.1667,10.7833,85.71,70,100,8.99,overcast clouds
1016,Mahajanga,MG,-15.7167,46.3167,74.41,60,100,2.19,overcast clouds
1017,Haines Junction,CA,60.7522,-137.5108,56.1,62,96,4.03,overcast clouds
1018,Yelizovo,RU,53.1873,158.3805,51.94,100,20,4.47,few clouds
1019,Dalby,AU,-27.1833,151.2667,41.74,78,94,5.26,overcast clouds
1020,Las Vegas,US,36.175,-115.1372,97.81,37,1,6.91,clear sky
1021,Strelka,RU,58.0728,93.0344,64.09,77,3,3.62,clear sky
1022,Methoni,GR,36.8197,21.7049,75.06,67,0,9.98,clear sky
1023,Tambau,BR,-21.705,-47.2744,81.72,17,0,5.59,clear sky
1024,Appleton,US,44.2619,-88.4154,87.89,43,40,8.99,scattered clouds
1025,Port Hedland,AU,-20.3167,118.5667,59.05,82,97,6.91,overcast clouds
1026,Sao Raimundo Nonato,BR,-9.0153,-42.6994,81.73,42,68,10.71,broken clouds
1027,Odweyne,SO,9.4092,45.064,71.76,47,44,18.92,scattered clouds
1028,Isla Vista,US,34.4133,-119.861,91.11,68,75,6.91,broken clouds
1029,Mariental,NA,-24.6333,17.9667,56.98,28,45,13.15,scattered clouds
1030,Kristinehamn,SE,59.3098,14.1081,76.98,51,100,5.53,overcast clouds
1031,Marawi,PH,7.9986,124.2928,70.65,87,88,4.97,overcast clouds
1032,Koungheul,SN,13.9833,-14.8,88.5,59,95,6.44,overcast clouds
1033,Karakol,KG,42.4907,78.3936,66.4,17,0,4.97,clear sky
1034,Bardiyah,LY,31.7561,25.0865,78.26,61,0,10.74,clear sky
1035,Bomet,KE,-0.7813,35.3416,59.47,70,98,1.97,overcast clouds
1036,Warri,NG,5.5167,5.75,75.15,77,33,4.29,scattered clouds
1037,Rudsar,IR,37.1376,50.288,79.59,85,49,4.5,scattered clouds
1038,Thunder Bay,CA,48.4001,-89.3168,85.55,29,55,10.67,broken clouds
1039,Ambulu,ID,-8.345,113.6058,68.09,88,9,4.32,clear sky
1040,Wonthaggi,AU,-38.6044,145.5913,53.06,84,45,18.81,scattered clouds
1041,Krivosheino,RU,57.3431,83.9261,66.56,95,49,6.06,scattered clouds
1042,Whitianga,NZ,-36.8333,175.7,56.01,95,100,21.09,light rain
1043,Thap Than,TH,15.4606,99.8917,80.49,90,100,5.64,light rain
1044,Brownsville,US,25.9018,-97.4975,92.01,61,5,5.99,clear sky
1045,Raisio,FI,60.4859,22.169,71.98,60,0,6.91,clear sky
1046,La Sarre,CA,48.8002,-79.1996,71.29,62,94,6.2,overcast clouds
1047,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,52.03,99,97,3.42,overcast clouds
1048,Jackson,US,42.4165,-122.8345,89.44,40,60,3.38,broken clouds
1049,Bontang,ID,0.1333,117.5,77.47,85,71,8.5,broken clouds
1050,Bow Island,CA,49.8668,-111.3684,87.19,17,0,7.7,clear sky
1051,Braganca,BR,-1.0536,-46.7656,82.76,69,100,4.23,overcast clouds
