,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Cortez,US,37.3489,-108.5859,82.67,52,20,16.11,few clouds
348,Tiksi,RU,71.6872,128.8694,47.53,82,100,6.6,overcast clouds
349,Alice Springs,AU,-23.7,133.8833,53.15,37,40,4.61,scattered clouds
350,Vao,NC,-22.6667,167.4833,71.42,72,57,16.31,broken clouds
351,Lebork,PL,54.5392,17.7501,76.55,72,100,10.16,overcast clouds
352,Tiruchchendur,IN,8.4833,78.1167,83.44,67,100,13.29,overcast clouds
353,Tarnow,PL,50.0138,20.987,71.15,66,21,7.9,few clouds
354,Fort Nelson,CA,58.8053,-122.7002,71.19,37,40,9.22,scattered clouds
355,Novoraychikhinsk,RU,49.7798,129.594,66.38,96,100,7.85,overcast clouds
356,Kununurra,AU,-15.7667,128.7333,60.78,82,100,0.0,overcast clouds
357,Severo-Kurilsk,RU,50.6789,156.125,53.98,99,81,5.03,broken clouds
358,Kontagora,NG,10.3999,5.4695,74.07,86,100,2.73,overcast clouds
359,Horta,PT,38.5333,-28.6333,74.84,73,20,3.44,few clouds
360,Concepcion Del Oro,MX,24.6333,-101.4167,77.11,24,0,4.45,clear sky
361,Sur,OM,22.5667,59.5289,93.31,53,16,12.21,few clouds
362,Ulaanbaatar,MN,47.9077,106.8832,62.73,72,40,2.24,scattered clouds
363,Urengoy,RU,65.9667,78.3667,59.2,77,100,5.44,overcast clouds
364,Leh,IN,34.1667,77.5833,73.26,40,99,7.7,overcast clouds
365,Nzega,RW,-2.479,29.5564,61.81,55,97,3.27,overcast clouds
366,Ancud,CL,-41.8697,-73.8203,47.73,61,24,11.03,few clouds
367,Chokurdakh,RU,70.6333,147.9167,38.5,73,1,10.0,clear sky
368,Bentiu,SS,9.2333,29.8333,70.72,97,100,5.5,overcast clouds
369,Snezhnogorsk,RU,69.1933,33.2531,49.78,80,88,13.94,overcast clouds
370,Darhan,MN,49.4867,105.9228,60.17,72,73,4.9,broken clouds
371,Santiago,CL,-33.4569,-70.6483,62.04,41,20,4.61,few clouds
372,Pine Bluff,US,34.2284,-92.0032,95.32,47,1,5.01,clear sky
373,Caravelas,BR,-17.7125,-39.2481,72.21,73,57,8.46,broken clouds
374,Olga,RU,43.7444,135.2892,67.96,97,71,2.42,broken clouds
375,Kelowna,CA,49.8831,-119.4857,90.66,29,1,1.99,haze
376,Minas De Barroteran,MX,27.6333,-101.2833,95.13,26,0,7.49,clear sky
377,Dunmore East,IE,52.1514,-6.9861,71.22,72,0,8.05,clear sky
378,Broome,US,42.2506,-75.833,86.63,61,20,1.99,few clouds
379,Tromso,NO,69.6496,18.957,57.85,93,75,0.0,broken clouds
380,Antofagasta,CL,-23.65,-70.4,60.08,76,59,9.84,broken clouds
381,Andenes,NO,69.3143,16.1194,59.07,94,40,9.22,fog
382,Egvekinot,RU,66.3167,-179.1667,44.37,91,100,1.54,overcast clouds
383,Luwuk,ID,-0.9516,122.7875,75.67,84,76,5.08,broken clouds
384,Plouzane,FR,48.3833,-4.6167,66.38,82,40,9.22,scattered clouds
385,Fukuma,JP,33.7667,130.4667,80.6,72,100,5.84,overcast clouds
386,Piacabucu,BR,-10.4056,-36.4344,75.51,83,46,11.68,scattered clouds
387,Northam,GB,51.0333,-4.2167,69.73,78,50,6.26,scattered clouds
388,Robe,AU,-37.1833,139.75,56.77,82,100,24.67,overcast clouds
389,Tutoia,BR,-2.7619,-42.2744,89.58,62,65,10.02,broken clouds
390,Aklavik,CA,68.2191,-135.0107,55.4,76,75,12.66,broken clouds
391,Urucui,BR,-7.2294,-44.5561,93.72,26,6,12.66,clear sky
392,Tabatinga,BR,-4.2525,-69.9381,87.89,74,40,5.75,scattered clouds
393,Makushino,RU,55.2103,67.2442,54.34,66,0,8.16,clear sky
394,Brae,GB,60.3964,-1.353,58.91,77,7,2.06,clear sky
395,Lata,PT,40.1629,-8.3327,74.05,85,67,8.43,broken clouds
396,Buritis,BR,-15.6178,-46.4233,84.52,23,0,6.24,clear sky
397,Beisfjord,NO,68.3751,17.5988,59.05,98,100,1.36,overcast clouds
398,Poum,NC,-20.2333,164.0167,72.18,78,2,16.33,clear sky
399,Ler,SS,8.3018,30.1418,70.72,98,100,7.61,overcast clouds
400,Kytmanovo,RU,53.4593,85.4479,69.15,74,71,5.68,broken clouds
401,Somovo,RU,51.741,39.3665,64.9,59,0,0.0,clear sky
402,Korla,CN,41.7597,86.1469,88.27,12,0,8.66,clear sky
403,Sistranda,NO,63.7256,8.834,58.96,90,12,9.31,few clouds
404,Binzhou,CN,37.3667,118.0167,76.55,73,2,7.85,clear sky
405,Flin Flon,CA,54.7682,-101.865,58.84,94,75,4.61,mist
406,Vostok,RU,46.4856,135.8833,65.66,87,100,3.98,overcast clouds
407,Saint George,US,37.1041,-113.5841,94.62,40,1,4.0,clear sky
408,Bay City,US,43.5945,-83.8889,88.11,44,1,9.22,clear sky
409,Bowen,AU,-20.0167,148.2333,44.82,69,68,5.48,broken clouds
410,San Patricio,US,28.017,-97.5169,93.92,41,0,12.5,clear sky
411,Husavik,IS,66.0449,-17.3389,58.91,65,100,2.39,overcast clouds
412,Gimli,CA,50.6336,-96.9907,83.43,32,22,11.5,few clouds
413,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,92.48,44,24,3.49,few clouds
414,Puerto Madryn,AR,-42.7692,-65.0385,52.84,35,94,23.89,overcast clouds
415,Perry,US,37.2506,-83.1999,90.97,39,100,7.0,overcast clouds
416,Coracora,PE,-15.0333,-73.7833,61.7,24,60,11.92,broken clouds
417,Kefamenanu,ID,-9.4467,124.4781,64.02,81,12,3.71,few clouds
418,Killybegs,IE,54.6333,-8.45,65.91,76,0,9.01,clear sky
419,San Vicente,AR,-26.6167,-54.1333,82.38,32,5,6.35,clear sky
420,Chelno-Vershiny,RU,54.4333,51.1,55.69,52,35,0.6,scattered clouds
421,Alofi,NU,-19.0595,-169.9187,66.09,100,10,2.3,clear sky
422,Bonavista,CA,48.6499,-53.1147,62.6,84,33,9.4,scattered clouds
423,Tuy Hoa,VN,13.0833,109.3,82.17,63,84,16.75,broken clouds
424,Xingyi,CN,24.1877,102.817,59.65,95,100,0.72,overcast clouds
425,Seoul,KR,37.5683,126.9778,82.0,67,0,8.05,clear sky
426,Kavieng,PG,-2.5744,150.7967,80.69,77,90,3.4,light rain
427,Plettenberg Bay,ZA,-34.0527,23.3716,59.22,48,99,4.74,overcast clouds
428,Riyadh,SA,24.6877,46.7219,100.54,14,0,8.97,clear sky
429,Sisimiut,GL,66.9395,-53.6735,44.02,76,100,5.17,light rain
430,Vesoul,FR,47.5833,5.8333,73.63,87,100,4.27,overcast clouds
431,Tazovskiy,RU,67.4667,78.7,52.11,81,100,7.94,overcast clouds
432,Rafaela,AR,-31.2503,-61.4867,66.06,47,0,7.0,clear sky
433,Srednekolymsk,RU,67.45,153.6833,40.15,76,100,15.35,overcast clouds
434,Aswan,EG,24.0934,32.907,97.9,15,0,10.36,clear sky
435,Octeville,FR,49.6261,-1.6435,64.92,64,100,11.5,overcast clouds
436,Udachnyy,RU,66.4167,112.4,70.27,55,34,8.77,scattered clouds
437,Owatonna,US,44.0839,-93.226,90.37,42,40,1.99,scattered clouds
438,Yasnyy,RU,51.0333,59.8742,64.92,57,21,8.3,few clouds
439,Kohlu,PK,29.8962,69.252,90.75,36,4,12.12,clear sky
440,Toora-Khem,RU,52.4675,96.11,59.43,97,100,1.61,light rain
441,Wuda,CN,39.4994,106.7117,77.77,43,82,4.88,broken clouds
442,Avera,US,33.194,-82.5271,89.71,51,93,3.74,overcast clouds
443,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,83,20,13.8,few clouds
444,Klaksvik,FO,62.2266,-6.589,52.72,95,100,11.18,overcast clouds
445,Araouane,ML,18.9048,-3.5265,102.58,22,30,3.2,scattered clouds
446,Port Lincoln,AU,-34.7333,135.8667,55.62,84,100,17.78,overcast clouds
447,Colares,PT,38.7992,-9.4469,73.29,74,75,10.0,broken clouds
448,Hualmay,PE,-11.0964,-77.6139,67.57,73,32,7.56,scattered clouds
449,Vanavara,RU,60.34,102.2797,62.42,70,91,3.49,overcast clouds
450,Seymchan,RU,62.8833,152.4333,58.26,96,100,5.5,light rain
451,Campoverde,PE,-8.4753,-74.8058,91.09,30,27,1.36,scattered clouds
452,Half Moon Bay,US,37.4636,-122.4286,86.23,68,40,1.01,scattered clouds
453,Naze,JP,28.3667,129.4833,77.72,90,100,17.2,moderate rain
454,Okha,RU,53.5739,142.9478,67.87,82,100,7.63,overcast clouds
455,Pedasi,PA,7.5333,-80.0333,77.09,85,100,6.71,overcast clouds
456,Kandrian,PG,-6.2167,149.55,76.33,87,79,2.95,light rain
457,Belyy Yar,RU,53.6039,91.3903,69.69,88,0,4.47,clear sky
458,Concordia,AR,-31.393,-58.0209,71.78,78,40,18.01,scattered clouds
459,Kloulklubed,PW,7.0419,134.2556,84.16,73,100,17.29,overcast clouds
460,Ambilobe,MG,-13.2,49.05,66.0,79,82,4.68,broken clouds
461,Urumqi,CN,43.801,87.6005,79.75,26,0,6.71,clear sky
462,Gornopravdinsk,RU,60.05,69.9,50.38,74,43,5.64,scattered clouds
463,Grand Gaube,MU,-20.0064,57.6608,70.38,59,0,8.99,clear sky
464,Roald,NO,62.5833,6.1333,72.0,82,96,10.36,overcast clouds
465,Bubaque,GW,11.2833,-15.8333,79.12,80,100,8.46,overcast clouds
466,Sambava,MG,-14.2667,50.1667,67.26,82,97,10.98,overcast clouds
467,Zaysan,KZ,47.4667,84.8667,72.36,41,0,9.1,clear sky
468,Dordrecht,NL,51.81,4.6736,72.39,81,100,1.99,overcast clouds
469,Taltal,CL,-25.4,-70.4833,61.0,70,24,5.37,few clouds
470,Giffoni Valle Piana,IT,40.7181,14.9424,85.37,44,99,1.9,overcast clouds
471,Nador,MA,35.174,-2.9287,91.47,36,0,19.57,clear sky
472,Muros,ES,42.7762,-9.0603,72.14,66,9,11.45,clear sky
473,Guacimo,CR,10.2104,-83.6807,87.01,89,100,1.9,overcast clouds
474,Wajima,JP,37.4,136.9,78.22,81,0,2.75,clear sky
475,Zhanaozen,KZ,43.3,52.8,87.89,24,0,17.49,clear sky
476,Vestmannaeyjar,IS,63.4427,-20.2734,51.08,85,100,21.94,overcast clouds
477,Neuquen,AR,-38.9516,-68.0591,57.09,41,0,8.05,clear sky
478,Pevek,RU,69.7008,170.3133,34.74,91,100,8.23,overcast clouds
479,Nouadhibou,MR,20.931,-17.0347,73.38,83,0,23.02,clear sky
480,Saint-Ambroise,CA,48.5501,-71.3324,67.89,88,62,3.44,broken clouds
481,Ulladulla,AU,-35.35,150.4667,55.09,64,7,12.37,clear sky
482,Margate,GB,51.3813,1.3862,68.7,79,41,1.01,scattered clouds
483,Naryan-Mar,RU,67.6713,53.087,42.04,83,41,13.51,scattered clouds
484,Luziania,BR,-16.2525,-47.9503,80.98,23,0,7.45,clear sky
485,Vite,IN,17.2833,74.55,71.44,90,84,13.2,broken clouds
486,Xinxiang,CN,35.3089,113.8672,77.54,80,100,2.44,overcast clouds
487,Faya,SA,18.3851,42.4509,68.11,75,100,4.23,overcast clouds
488,Liverpool,GB,53.4106,-2.9779,72.45,68,0,4.0,clear sky
489,Villa Bruzual,VE,9.3328,-69.1208,83.7,73,91,4.65,overcast clouds
490,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,60,1,10.36,clear sky
491,Sulangan,PH,11.1373,123.7228,83.97,72,30,14.61,scattered clouds
492,The Valley,AI,18.217,-63.0578,86.14,79,75,17.27,broken clouds
493,Maltahohe,NA,-24.8333,16.9833,55.08,27,35,11.41,scattered clouds
494,Sabang,ID,5.8933,95.3214,82.81,78,100,9.48,overcast clouds
495,Boa Vista,BR,2.8197,-60.6733,87.78,58,75,4.61,broken clouds
496,North Platte,US,41.1239,-100.7654,86.32,59,1,1.99,clear sky
497,Cumra,TR,37.5732,32.7745,71.67,32,70,5.53,broken clouds
498,Beringovskiy,RU,63.05,179.3167,51.6,90,100,1.43,overcast clouds
499,Canete,CL,-37.8,-73.4,49.57,95,90,3.62,overcast clouds
500,Yulara,AU,-25.2406,130.9889,48.04,53,6,6.91,clear sky
501,Bogatyye Saby,RU,56.0102,50.4483,52.56,60,1,2.77,clear sky
502,College,US,64.8569,-147.8028,64.09,66,75,3.44,light rain
503,Corinto,GR,37.9407,22.9573,82.89,45,0,2.19,clear sky
504,Bam,IR,29.106,58.357,93.45,7,1,9.71,clear sky
505,Kimbe,PG,-5.5502,150.1429,75.29,92,98,2.1,light rain
506,Basoko,CD,1.2391,23.616,76.57,73,51,3.71,broken clouds
507,Nemuro,JP,43.3236,145.575,61.47,93,0,6.06,clear sky
508,Paita,PE,-5.0892,-81.1144,75.76,71,23,15.17,few clouds
509,Dudinka,RU,69.4058,86.1778,54.27,89,100,3.13,overcast clouds
510,Codrington,AU,-38.2667,141.9667,49.14,94,46,13.87,scattered clouds
511,Yumen,CN,40.2833,97.2,77.41,32,2,8.61,clear sky
512,Celestun,MX,20.8667,-90.4,86.58,64,100,11.45,overcast clouds
513,Baykit,RU,61.67,96.37,65.25,73,7,2.19,clear sky
514,Virginia Beach,US,36.8529,-75.978,90.01,59,75,16.11,broken clouds
515,Bud,US,39.447,-86.1758,88.3,80,34,2.89,scattered clouds
516,Banff,CA,51.1762,-115.5698,71.98,37,9,2.3,clear sky
517,Pacific Grove,US,36.6177,-121.9166,79.16,83,20,4.0,few clouds
518,Mangrol,IN,21.1167,70.1167,80.04,84,100,9.78,moderate rain
519,Matay,EG,28.419,30.7792,87.21,32,0,7.34,clear sky
520,Horsham,GB,51.064,-0.3272,67.3,93,40,5.75,scattered clouds
521,Ahipara,NZ,-35.1667,173.1667,57.27,92,15,9.86,few clouds
522,Providencia,MX,28.7167,-111.5833,98.62,44,16,1.01,few clouds
523,Giddarbaha,IN,30.2,74.6667,94.33,48,79,8.93,broken clouds
524,Mount Gambier,AU,-37.8333,140.7667,49.91,93,40,12.66,scattered clouds
525,Bamnet Narong,TH,15.4992,101.6897,78.71,93,100,17.25,overcast clouds
526,Lumajang,ID,-8.1335,113.2248,68.31,89,11,0.78,few clouds
527,Anadyr,RU,64.75,177.4833,52.3,93,90,5.99,fog
528,San Antonio,US,29.4241,-98.4936,96.44,51,1,1.01,clear sky
529,Ugoofaaru,MV,5.6667,73.0,81.9,78,98,19.82,overcast clouds
530,Kaseda,JP,31.4167,130.3167,79.84,84,100,15.39,overcast clouds
531,Casambalangan,PH,18.3765,122.1274,82.62,75,100,7.23,overcast clouds
532,Huayang,CN,34.4155,109.9939,63.99,80,49,5.08,light rain
533,Padang,ID,-0.9492,100.3543,77.05,86,9,3.47,clear sky
534,Mount Isa,AU,-20.7333,139.5,42.57,56,24,4.61,few clouds
535,Kruisfontein,ZA,-34.0033,24.7314,54.36,41,90,4.83,overcast clouds
536,Corner Brook,CA,48.9667,-57.9484,75.36,52,7,2.93,clear sky
537,Campbellton,CA,48.0075,-66.6727,75.65,39,100,10.2,overcast clouds
538,Barinas,VE,8.6226,-70.2075,84.76,67,99,6.31,overcast clouds
539,Nicoya,CR,10.1483,-85.452,85.55,73,100,3.56,overcast clouds
540,Talnakh,RU,69.4865,88.3972,55.27,92,100,5.03,overcast clouds
541,Taldan,RU,53.6667,124.8,56.12,97,10,2.62,clear sky
542,Voh,NC,-20.9667,164.7,64.04,92,17,2.37,few clouds
543,Okakarara,NA,-20.5833,17.4333,53.51,47,0,8.08,clear sky
544,Maceio,BR,-9.6658,-35.7353,76.44,83,75,10.36,broken clouds
545,Nampula,MZ,-15.1165,39.2666,64.35,68,20,11.5,few clouds
546,Lahij,YE,13.1667,44.5833,81.43,68,47,2.77,scattered clouds
547,Jerome,US,42.7241,-114.5186,83.75,22,1,8.05,clear sky
548,Challans,FR,46.8436,-1.8749,69.28,81,3,5.99,clear sky
549,Houma,US,29.5958,-90.7195,98.6,52,9,4.88,clear sky
550,Sri Aman,MY,1.2376,111.4621,78.85,94,97,0.0,overcast clouds
551,Springbok,ZA,-29.6643,17.8865,55.87,27,100,9.82,overcast clouds
552,Port Hawkesbury,CA,45.6169,-61.3485,77.0,65,1,7.0,clear sky
553,Taunggyi,MM,20.7833,97.0333,64.51,97,100,2.95,overcast clouds
554,Puerto Penasco,MX,31.3167,-113.5333,85.91,78,100,15.01,overcast clouds
555,Hofn,IS,64.2539,-15.2082,52.03,93,100,18.5,overcast clouds
556,Pedernales,DO,18.0384,-71.744,83.86,73,53,7.29,broken clouds
557,Abalak,RU,58.1286,68.5944,52.16,57,19,8.63,few clouds
558,Pandamatenga,BW,-18.5278,25.627,53.44,47,0,4.21,clear sky
559,Nagapattinam,IN,10.7667,79.8333,84.24,73,100,12.71,overcast clouds
560,Henties Bay,NA,-22.116,14.2845,70.41,35,38,11.16,scattered clouds
561,Samarai,PG,-10.6167,150.6667,78.31,78,100,15.21,overcast clouds
562,Hirara,JP,24.8,125.2833,83.3,89,100,18.61,overcast clouds
563,Richards Bay,ZA,-28.783,32.0377,58.1,82,0,7.02,clear sky
564,Bucerias,MX,20.75,-105.3333,91.98,68,3,6.55,clear sky
565,Marrakesh,MA,31.6315,-8.0083,95.07,21,0,9.22,clear sky
566,Labuhan,ID,-6.8844,112.2051,73.56,81,53,5.84,broken clouds
567,Pappayiannis,GR,40.8333,21.5,75.34,30,0,1.07,clear sky
568,Saint-Augustin,CA,51.226,-58.6502,75.7,47,10,16.55,clear sky
569,Besikduzu,TR,41.052,39.2284,78.69,84,65,3.8,broken clouds
570,Pozo Colorado,PY,-23.4923,-58.7972,94.24,22,100,10.36,overcast clouds
571,Bandar-E Lengeh,IR,26.5579,54.8807,95.11,63,9,11.5,clear sky
572,Nemours,FR,48.2751,2.6908,70.88,84,11,10.27,few clouds
573,Merauke,ID,-8.4667,140.3333,76.3,80,99,8.34,overcast clouds
574,Arman,RU,59.7,150.1667,53.51,99,100,6.4,light rain
575,Dmitriyevskoye,RU,45.8053,41.8967,78.53,46,11,6.51,few clouds
576,Druskininkai,LT,54.0167,23.9667,68.34,75,96,4.5,overcast clouds
577,Loa Janan,ID,-0.583,117.095,73.26,92,80,3.09,broken clouds
578,Tabou,CI,4.423,-7.3528,76.15,75,18,6.49,few clouds
579,Chau Doc,VN,10.7,105.1167,76.48,88,100,6.6,overcast clouds
580,Kotido,UG,2.9806,34.1331,65.05,73,100,11.9,overcast clouds
581,Baruun-Urt,MN,46.6806,113.2792,62.24,64,100,11.79,overcast clouds
582,Renukut,IN,24.2,83.0333,77.95,85,100,6.64,overcast clouds
583,Boende,CD,-0.2167,20.8667,79.41,53,45,3.18,scattered clouds
584,Umm Bab,QA,25.2142,50.8072,98.28,60,0,6.24,clear sky
585,Maragogi,BR,-9.0122,-35.2225,75.67,85,14,13.49,few clouds
586,Manvi,IN,15.9833,77.05,76.21,80,8,16.04,clear sky
587,Verkhoyansk,RU,67.5447,133.385,58.55,67,90,2.71,overcast clouds
588,Tezu,IN,27.9167,96.1667,77.22,97,99,2.98,overcast clouds
589,Montepuez,MZ,-13.1256,38.9997,65.14,55,24,9.82,few clouds
590,Itarema,BR,-2.9248,-39.9167,83.93,58,27,17.43,scattered clouds
591,Batemans Bay,AU,-35.7167,150.1833,59.09,61,4,8.43,clear sky
592,Yangjiang,CN,21.85,111.9667,80.53,86,6,3.31,clear sky
593,Rassvet,RU,46.8333,40.75,79.84,46,0,6.71,clear sky
594,Althofen,AT,46.8818,14.4676,77.25,79,32,2.13,scattered clouds
595,Isola Della Scala,IT,45.2722,11.009,85.75,66,20,11.5,few clouds
596,Kralendijk,BQ,12.15,-68.2667,85.98,70,40,13.8,scattered clouds
597,Nelson Bay,AU,-32.7167,152.15,54.75,62,0,4.0,clear sky
598,Beysehir,TR,37.6773,31.7246,65.55,56,39,0.92,scattered clouds
599,Zmeinogorsk,RU,51.1567,82.195,67.14,57,29,6.22,scattered clouds
600,Altay,CN,47.8667,88.1167,67.06,55,83,4.03,broken clouds
601,Bluefield,US,37.2698,-81.2223,88.63,59,100,3.0,overcast clouds
602,West Wendover,US,40.7391,-114.0733,87.01,14,1,8.05,clear sky
603,Koslan,RU,63.4564,48.8989,51.82,94,100,4.68,overcast clouds
604,Shimoda,JP,34.6667,138.95,77.11,87,7,7.29,clear sky
605,Cabedelo,BR,-6.9811,-34.8339,81.27,76,4,14.88,clear sky
606,Benghazi,LY,32.1167,20.0667,81.36,57,0,15.03,clear sky
607,Bursa,TR,40.1667,29.0833,69.84,73,7,5.1,clear sky
608,Alta Floresta,BR,-9.8756,-56.0861,94.82,29,40,3.44,scattered clouds
609,Rovaniemi,FI,66.5,25.7167,65.61,68,0,3.44,clear sky
610,El Dorado,US,38.7666,-120.5177,96.8,23,19,1.01,few clouds
611,Kawalu,ID,-7.3817,108.2082,66.49,97,23,1.28,few clouds
612,Mocuba,MZ,-16.8392,36.9856,61.56,82,53,5.23,light rain
613,Vuktyl,RU,63.8567,57.3094,50.85,75,99,5.26,overcast clouds
614,Bonthe,SL,7.5264,-12.505,77.85,78,100,8.34,overcast clouds
615,Miri,MY,4.4148,114.0089,84.34,84,40,3.44,scattered clouds
616,Kattivakkam,IN,13.2167,80.3167,80.69,65,81,12.66,broken clouds
617,Rong Kwang,TH,18.339,100.3174,74.52,98,100,2.93,light rain
618,Ocampo,MX,21.65,-101.5,74.28,35,0,6.78,clear sky
619,Abu Zabad,SD,12.35,29.25,78.62,73,100,10.27,overcast clouds
620,Forestville,US,38.8451,-76.875,92.26,60,40,9.22,scattered clouds
621,Atar,MR,20.5169,-13.0499,109.29,11,97,3.38,overcast clouds
622,Ovalle,CL,-30.5983,-71.2003,64.85,33,0,5.84,clear sky
623,Kem,RU,64.9555,34.5793,59.58,63,100,4.5,overcast clouds
624,Gat,IL,31.61,34.7642,81.79,100,1,8.23,clear sky
625,Kikwit,CD,-5.041,18.8162,81.34,26,32,3.87,scattered clouds
626,Rodeo,US,38.033,-122.2669,86.43,71,33,5.99,scattered clouds
627,Puerto Escondido,MX,15.85,-97.0667,87.93,65,100,8.52,overcast clouds
628,Qasigiannguit,GL,68.8193,-51.1922,46.29,53,99,4.16,overcast clouds
629,Olive Branch,US,34.9618,-89.8295,96.57,58,40,1.99,scattered clouds
630,Luan,CH,46.3592,6.9759,65.03,81,100,0.63,overcast clouds
631,Wagga Wagga,AU,-35.1167,147.3667,48.61,100,90,9.22,overcast clouds
632,Kropotkin,RU,45.4375,40.5756,74.93,50,1,8.43,clear sky
633,Penzance,GB,50.1186,-5.5371,66.76,84,18,10.18,few clouds
634,Pangnirtung,CA,66.1451,-65.7125,50.0,100,90,0.0,overcast clouds
635,Jaca,ES,42.569,-0.5499,78.01,68,57,5.57,broken clouds
636,Puerto Carreno,CO,6.189,-67.4859,84.72,63,96,3.22,overcast clouds
637,Namatanai,PG,-3.6667,152.4333,78.53,84,98,1.97,overcast clouds
638,Hit,IQ,33.6416,42.8251,101.84,15,0,9.35,clear sky
639,Emerald,AU,-23.5333,148.1667,46.98,53,4,5.75,clear sky
640,Neftcala,AZ,39.3742,49.2472,81.57,64,0,11.63,clear sky
641,Torbat-E Jam,IR,35.244,60.6225,88.02,14,0,19.8,clear sky
642,Andilamena,MG,-17.0167,48.5833,55.74,91,100,9.55,overcast clouds
643,Darabani,RO,48.1833,26.5833,75.6,63,5,6.58,clear sky
644,Tongliao,CN,43.6125,122.2653,73.38,86,100,8.34,overcast clouds
645,Salinopolis,BR,-0.6136,-47.3561,84.22,66,100,11.07,overcast clouds
646,Iwanai,JP,42.9744,140.5089,68.11,97,34,5.59,scattered clouds
647,Guerrero,MX,17.6667,-100.0,81.54,56,53,3.53,broken clouds
648,Inuvik,CA,68.3499,-133.7218,55.44,87,90,11.5,overcast clouds
649,Whitefish,US,48.4111,-114.3376,86.11,32,0,2.66,clear sky
650,Chaihe,CN,44.7667,129.7,69.91,82,100,3.78,overcast clouds
651,Priyutovo,RU,53.9,53.9333,53.44,53,3,7.96,clear sky
652,Grodig,AT,47.7333,13.0333,70.86,82,40,3.44,scattered clouds
653,Bure,ET,10.7,37.0667,57.34,99,100,1.07,moderate rain
654,Ifanadiana,MG,-21.3,47.6333,57.11,88,100,2.98,overcast clouds
655,Alberton,CA,46.8168,-64.0654,77.13,53,1,16.22,clear sky
656,San Quintin,MX,30.4833,-115.95,69.82,80,100,8.48,overcast clouds
657,Pittsburg,US,38.028,-121.8847,86.38,38,21,1.99,few clouds
658,Gari,RU,59.4307,62.3497,54.79,64,100,6.93,overcast clouds
659,Tateyama,JP,34.9833,139.8667,81.01,84,65,9.01,broken clouds
660,Kapit,MY,2.0167,112.9333,74.73,99,98,1.28,overcast clouds
661,Pietarsaari,FI,63.65,22.6833,69.01,67,100,8.3,overcast clouds
662,Ust-Tsilma,RU,65.441,52.1498,45.46,97,98,5.82,overcast clouds
663,Eureka,US,40.8021,-124.1637,61.99,81,100,5.99,overcast clouds
664,Indramayu,ID,-6.3264,108.32,75.16,76,0,7.25,clear sky
665,Laizhou,CN,37.1717,119.9214,75.25,92,84,7.0,broken clouds
666,Wasilla,US,61.5814,-149.4394,61.07,73,90,0.0,overcast clouds
667,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,81.46,35,97,8.57,overcast clouds
668,Deming,US,32.2687,-107.7586,78.98,36,40,3.6,scattered clouds
669,Huilong,CN,31.8111,121.655,81.03,93,100,37.8,light rain
670,Ruhengeri,RW,-1.4998,29.635,63.64,62,100,2.48,overcast clouds
671,Ternate,ID,0.8,127.4,80.4,79,100,5.32,overcast clouds
672,Hohhot,CN,40.8106,111.6522,70.09,94,40,6.71,mist
673,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,40,20,14.97,few clouds
674,Maumere,ID,-8.6199,122.2111,74.75,71,51,4.5,broken clouds
675,Mount Pleasant,US,32.7941,-79.8626,90.99,69,1,1.99,clear sky
676,Tvoroyri,FO,61.5556,-6.8111,52.99,94,100,7.07,overcast clouds
677,Rock Springs,US,41.5875,-109.2029,86.23,16,5,5.01,clear sky
678,Ranong,TH,9.9658,98.6348,78.98,88,100,9.44,overcast clouds
679,Madera,US,37.1666,-119.8343,101.39,26,34,3.0,scattered clouds
680,Rio Gallegos,AR,-51.6226,-69.2181,39.25,70,40,20.71,scattered clouds
681,Dona Ines,BR,-6.6167,-35.6333,77.07,58,90,14.09,overcast clouds
682,Venice,US,27.0998,-82.4543,94.23,66,40,11.5,scattered clouds
683,Mayo,US,38.8876,-76.5119,93.06,68,1,1.01,clear sky
684,Sehithwa,BW,-20.4667,22.7167,53.96,48,0,8.88,clear sky
685,Antibes,FR,43.5624,7.1278,80.96,81,75,3.44,broken clouds
686,Komsomolskiy,UZ,40.4272,71.7189,84.92,30,0,6.91,clear sky
687,Bhinmal,IN,25.0,72.25,82.2,85,100,13.87,moderate rain
688,Staryy Nadym,RU,65.6118,72.6842,48.43,81,100,11.05,overcast clouds
689,Grand Forks,US,47.9417,-97.4337,91.33,5,1,12.66,clear sky
690,Luena,AO,-11.7833,19.9167,58.08,46,0,5.68,clear sky
691,Marfino,RU,55.7028,37.3822,68.88,62,0,4.47,clear sky
692,Vesyegonsk,RU,58.664,37.2604,61.27,62,87,5.48,overcast clouds
693,Gweru,ZW,-19.45,29.8167,46.99,63,80,9.64,broken clouds
694,Kupang,ID,-10.1667,123.5833,71.13,77,8,5.12,clear sky
695,Yabrud,SY,33.9674,36.6574,73.06,42,0,1.1,clear sky
696,Pisco,PE,-13.7,-76.2167,66.25,72,75,8.05,broken clouds
697,Arenal,CO,8.4593,-73.9433,77.02,90,100,2.75,overcast clouds
698,Antalaha,MG,-14.9003,50.2788,66.29,79,100,7.36,overcast clouds
699,Maracaju,BR,-21.6144,-55.1683,90.95,23,0,10.69,clear sky
